session_id,user_id,session_start,session_end,total_pages_visited,total_time_spent_seconds,max_items_in_cart,purchased,device_type,country,referral_source,session_duration_minutes
session_4193,user_2915,2025-04-04 22:42:04,2025-04-04 22:43:01,2,155.0,0.0,0,mobile,australia,social media,0.95
session_4194,user_1883,2025-07-02 13:45:32,2025-07-02 13:45:32,1,134.0,0.0,0,tablet,uk,google,0.0
session_4195,user_2192,2025-04-18 23:45:29,2025-04-18 23:46:53,2,206.0,2.0,0,tablet,germany,google,1.4
session_4196,user_1514,2025-03-30 19:18:06,2025-03-30 19:22:49,3,331.0,1.0,0,tablet,uk,social media,4.716666666666667
session_4197,user_2710,2025-02-25 22:18:27,2025-02-25 22:18:27,1,149.0,0.0,0,desktop,uk,email,0.0
session_4198,user_1733,2025-07-24 10:03:18,2025-07-24 10:05:35,2,253.0,0.0,0,tablet,india,social media,2.283333333333333
session_4199,user_2882,2025-03-03 02:50:21,2025-03-03 02:51:02,2,67.0,0.0,0,mobile,usa,email,0.6833333333333333
session_42,user_1086,2025-04-05 02:30:40,2025-04-05 02:30:40,1,94.0,0.0,0,desktop,australia,social media,0.0
session_420,user_2250,2025-05-01 00:52:44,2025-05-01 00:55:17,2,264.0,3.0,0,desktop,france,email,2.55
session_4200,user_2722,2025-06-09 23:59:13,2025-06-09 23:59:13,1,161.0,0.0,0,tablet,india,email,0.0
session_4201,user_2042,2025-01-17 12:27:25,2025-01-17 12:30:10,2,282.0,2.0,0,tablet,usa,direct,2.75
session_4202,user_2179,2025-04-17 08:16:50,2025-04-17 08:20:30,5,305.0,5.0,1,tablet,australia,email,3.6666666666666665
session_4203,user_1582,2025-02-01 07:55:16,2025-02-01 08:00:49,5,417.0,1.0,1,tablet,canada,google,5.55
session_4204,user_1210,2025-05-01 21:51:13,2025-05-01 21:56:24,5,414.0,2.0,1,mobile,canada,email,5.183333333333334
session_4205,user_2545,2025-07-26 12:15:09,2025-07-26 12:15:09,1,75.0,0.0,0,mobile,usa,google,0.0
session_4206,user_2208,2025-04-06 22:05:00,2025-04-06 22:07:21,2,303.0,3.0,0,tablet,canada,direct,2.35
session_4207,user_2068,2025-08-05 13:10:10,2025-08-05 13:11:04,2,211.0,0.0,0,desktop,usa,google,0.9
session_4208,user_1839,2025-03-22 06:17:05,2025-03-22 06:19:01,2,249.0,0.0,0,desktop,germany,direct,1.9333333333333333
session_4209,user_2210,2025-07-11 00:12:03,2025-07-11 00:15:00,2,301.0,1.0,0,tablet,uk,social media,2.95
session_421,user_2358,2025-02-12 03:32:48,2025-02-12 03:32:48,1,33.0,0.0,0,desktop,france,email,0.0
session_4210,user_1077,2025-08-07 17:12:41,2025-08-07 17:12:41,1,90.0,0.0,0,tablet,france,email,0.0
session_4211,user_1602,2025-01-28 14:56:21,2025-01-28 14:56:39,2,150.0,4.0,0,tablet,india,direct,0.3
session_4212,user_2295,2025-04-01 09:03:10,2025-04-01 09:06:01,2,342.0,0.0,0,mobile,australia,direct,2.85
session_4213,user_2436,2025-08-20 19:05:42,2025-08-20 19:05:42,1,111.0,0.0,0,desktop,australia,social media,0.0
session_4214,user_1275,2025-03-24 13:00:33,2025-03-24 13:01:19,2,109.0,1.0,0,desktop,france,google,0.7666666666666667
session_4215,user_1584,2025-04-19 04:59:30,2025-04-19 05:00:32,2,108.0,5.0,0,tablet,usa,direct,1.0333333333333334
session_4216,user_1094,2025-01-21 08:12:42,2025-01-21 08:14:19,2,131.0,0.0,0,desktop,uk,email,1.6166666666666667
session_4217,user_1485,2025-08-30 20:45:24,2025-08-30 20:47:48,2,269.0,0.0,0,tablet,france,direct,2.4
session_4218,user_1299,2025-05-07 13:55:01,2025-05-07 13:55:01,1,155.0,0.0,0,mobile,germany,social media,0.0
session_4219,user_2112,2025-06-23 23:57:40,2025-06-24 00:03:58,5,401.0,3.0,1,tablet,germany,direct,6.3
session_422,user_2105,2025-07-02 01:49:52,2025-07-02 01:51:33,2,234.0,3.0,0,mobile,germany,direct,1.6833333333333333
session_4220,user_2028,2025-07-23 00:03:20,2025-07-23 00:08:12,5,410.0,1.0,1,tablet,australia,google,4.866666666666666
session_4221,user_1760,2025-06-25 12:17:35,2025-06-25 12:18:54,2,197.0,1.0,0,mobile,india,social media,1.3166666666666667
session_4222,user_2810,2025-05-19 20:42:26,2025-05-19 20:42:54,2,77.0,1.0,0,mobile,uk,email,0.4666666666666667
session_4223,user_2694,2025-03-18 17:15:46,2025-03-18 17:16:42,2,89.0,1.0,0,mobile,germany,email,0.9333333333333333
session_4224,user_2142,2025-06-17 04:03:51,2025-06-17 04:08:15,3,404.0,0.0,0,mobile,india,email,4.4
session_4225,user_1813,2025-03-16 11:34:27,2025-03-16 11:34:27,1,120.0,0.0,0,desktop,uk,email,0.0
session_4226,user_1802,2025-01-04 17:25:35,2025-01-04 17:26:09,2,195.0,0.0,0,desktop,france,google,0.5666666666666667
session_4227,user_2470,2025-02-28 00:21:56,2025-02-28 00:28:57,5,548.0,5.0,1,mobile,uk,google,7.016666666666667
session_4228,user_2956,2025-08-05 22:38:05,2025-08-05 22:38:05,1,138.0,0.0,0,mobile,usa,social media,0.0
session_4229,user_2360,2025-06-27 22:51:57,2025-06-27 22:54:33,2,256.0,1.0,0,desktop,australia,direct,2.6
session_423,user_1659,2025-03-05 19:54:18,2025-03-05 19:56:58,2,235.0,1.0,0,tablet,uk,email,2.6666666666666665
session_4230,user_2778,2025-01-25 00:24:12,2025-01-25 00:24:49,2,64.0,2.0,0,mobile,canada,social media,0.6166666666666667
session_4231,user_1585,2025-03-01 18:30:26,2025-03-01 18:34:32,3,351.0,5.0,0,mobile,india,email,4.1
session_4232,user_2576,2025-04-01 08:53:57,2025-04-01 08:55:22,2,176.0,0.0,0,tablet,canada,email,1.4166666666666667
session_4233,user_2910,2025-07-08 19:58:49,2025-07-08 19:58:49,1,154.0,0.0,0,mobile,germany,email,0.0
session_4234,user_1948,2025-04-26 16:44:51,2025-04-26 16:46:10,2,170.0,1.0,0,mobile,germany,social media,1.3166666666666667
session_4235,user_2544,2025-04-16 21:05:49,2025-04-16 21:08:20,2,274.0,1.0,0,mobile,australia,email,2.5166666666666666
session_4236,user_2904,2025-02-08 21:11:10,2025-02-08 21:16:03,5,464.0,1.0,1,mobile,france,direct,4.883333333333334
session_4237,user_2221,2025-05-02 17:00:55,2025-05-02 17:04:53,3,366.0,2.0,0,tablet,uk,google,3.966666666666667
session_4238,user_1129,2025-06-16 16:14:26,2025-06-16 16:23:37,5,641.0,5.0,1,desktop,germany,social media,9.183333333333334
session_4239,user_2819,2025-06-09 10:40:52,2025-06-09 10:40:52,1,133.0,0.0,0,tablet,canada,email,0.0
session_424,user_2217,2025-08-29 16:15:24,2025-08-29 16:15:24,1,87.0,0.0,0,tablet,uk,social media,0.0
session_4240,user_2972,2025-05-14 13:10:36,2025-05-14 13:18:18,5,547.0,1.0,1,mobile,india,google,7.7
session_4241,user_2031,2025-05-27 13:11:04,2025-05-27 13:13:57,2,270.0,0.0,0,mobile,germany,email,2.8833333333333333
session_4242,user_2925,2025-03-06 07:13:10,2025-03-06 07:13:35,2,94.0,2.0,0,desktop,uk,direct,0.4166666666666667
session_4243,user_2933,2025-01-13 12:50:06,2025-01-13 12:51:59,2,264.0,3.0,0,desktop,germany,social media,1.8833333333333333
session_4244,user_1145,2025-08-17 19:32:40,2025-08-17 19:33:57,2,230.0,5.0,0,mobile,india,email,1.2833333333333334
session_4245,user_2500,2025-01-05 10:29:33,2025-01-05 10:30:15,2,189.0,4.0,0,tablet,india,social media,0.7
session_4246,user_2295,2025-04-30 20:19:57,2025-04-30 20:19:57,1,158.0,0.0,0,mobile,germany,email,0.0
session_4247,user_1366,2025-01-07 17:28:20,2025-01-07 17:29:48,2,226.0,2.0,0,desktop,india,google,1.4666666666666666
session_4248,user_2711,2025-06-01 17:22:44,2025-06-01 17:27:23,5,374.0,5.0,1,desktop,france,direct,4.65
session_4249,user_1263,2025-01-28 15:39:45,2025-01-28 15:44:14,5,381.0,5.0,1,tablet,uk,email,4.483333333333333
session_425,user_2547,2025-08-15 07:53:16,2025-08-15 07:55:30,3,176.0,3.0,0,tablet,france,email,2.2333333333333334
session_4250,user_1658,2025-01-24 01:53:45,2025-01-24 02:00:02,5,483.0,1.0,1,tablet,usa,google,6.283333333333333
session_4251,user_2806,2025-06-22 18:18:22,2025-06-22 18:18:22,1,49.0,0.0,0,desktop,usa,google,0.0
session_4252,user_2545,2025-06-05 06:07:11,2025-06-05 06:14:02,5,583.0,3.0,1,mobile,australia,google,6.85
session_4253,user_1548,2025-04-12 11:50:09,2025-04-12 11:50:09,1,163.0,0.0,0,tablet,india,google,0.0
session_4254,user_1411,2025-01-23 15:27:35,2025-01-23 15:28:41,2,239.0,2.0,0,mobile,india,social media,1.1
session_4255,user_1310,2025-04-01 05:15:45,2025-04-01 05:18:41,2,266.0,1.0,0,desktop,germany,social media,2.933333333333333
session_4256,user_2449,2025-06-19 17:11:48,2025-06-19 17:18:42,5,581.0,1.0,1,tablet,canada,social media,6.9
session_4257,user_2728,2025-02-09 06:01:50,2025-02-09 06:01:50,1,46.0,0.0,0,mobile,india,direct,0.0
session_4258,user_2729,2025-01-19 16:53:16,2025-01-19 16:54:56,2,175.0,0.0,0,desktop,india,direct,1.6666666666666667
session_4259,user_1925,2025-08-26 01:46:46,2025-08-26 01:53:11,5,492.0,3.0,1,mobile,uk,google,6.416666666666667
session_426,user_2416,2025-05-03 11:04:50,2025-05-03 11:04:50,1,167.0,0.0,0,desktop,germany,direct,0.0
session_4260,user_1268,2025-04-23 14:47:07,2025-04-23 14:48:53,2,247.0,5.0,0,mobile,australia,social media,1.7666666666666666
session_4261,user_2998,2025-08-27 13:40:46,2025-08-27 13:43:15,2,235.0,1.0,0,desktop,france,direct,2.4833333333333334
session_4262,user_1943,2025-01-23 00:28:54,2025-01-23 00:31:46,2,313.0,4.0,0,tablet,australia,social media,2.8666666666666667
session_4263,user_2698,2025-02-17 07:58:56,2025-02-17 08:01:22,2,259.0,4.0,0,desktop,australia,google,2.433333333333333
session_4264,user_2770,2025-06-26 10:25:30,2025-06-26 10:27:46,5,191.0,1.0,1,desktop,germany,email,2.2666666666666666
session_4265,user_1523,2025-07-06 21:02:37,2025-07-06 21:02:37,1,46.0,0.0,0,desktop,france,social media,0.0
session_4266,user_1529,2025-05-09 21:20:58,2025-05-09 21:29:53,5,622.0,2.0,1,desktop,australia,social media,8.916666666666666
session_4267,user_1096,2025-05-14 01:37:31,2025-05-14 01:39:23,2,148.0,4.0,0,mobile,india,google,1.8666666666666667
session_4268,user_2904,2025-06-28 16:26:53,2025-06-28 16:27:27,2,157.0,4.0,0,mobile,india,email,0.5666666666666667
session_4269,user_2144,2025-04-25 03:47:37,2025-04-25 03:47:37,1,113.0,0.0,0,desktop,australia,social media,0.0
session_427,user_2074,2025-08-01 23:46:04,2025-08-01 23:47:52,2,194.0,3.0,0,desktop,australia,social media,1.8
session_4270,user_1238,2025-06-08 11:09:15,2025-06-08 11:09:15,1,41.0,0.0,0,tablet,uk,email,0.0
session_4271,user_2223,2025-01-27 11:09:08,2025-01-27 11:11:33,2,268.0,2.0,0,desktop,canada,email,2.4166666666666665
session_4272,user_2940,2025-06-18 11:56:32,2025-06-18 11:56:47,2,94.0,0.0,0,desktop,uk,social media,0.25
session_4273,user_2021,2025-08-06 20:55:12,2025-08-06 20:55:12,1,100.0,0.0,0,desktop,australia,email,0.0
session_4274,user_1966,2025-02-01 18:12:18,2025-02-01 18:13:06,2,147.0,2.0,0,tablet,usa,social media,0.8
session_4275,user_2655,2025-02-17 23:09:17,2025-02-17 23:11:48,2,191.0,0.0,0,tablet,uk,social media,2.5166666666666666
session_4276,user_2605,2025-03-18 15:25:50,2025-03-18 15:25:50,1,134.0,0.0,0,tablet,india,google,0.0
session_4277,user_1566,2025-07-19 15:31:33,2025-07-19 15:38:53,5,564.0,1.0,1,desktop,india,google,7.333333333333333
session_4278,user_1051,2025-04-29 16:56:30,2025-04-29 17:02:03,5,496.0,3.0,1,desktop,canada,direct,5.55
session_4279,user_2135,2025-04-05 10:26:47,2025-04-05 10:28:34,2,259.0,0.0,0,desktop,germany,email,1.7833333333333334
session_428,user_1813,2025-08-06 10:34:25,2025-08-06 10:36:55,4,166.0,2.0,0,mobile,germany,email,2.5
session_4280,user_2301,2025-06-22 09:03:16,2025-06-22 09:09:40,5,465.0,1.0,1,desktop,france,google,6.4
session_4281,user_1251,2025-02-11 18:02:49,2025-02-11 18:08:16,5,427.0,3.0,1,desktop,germany,google,5.45
session_4282,user_1028,2025-06-27 15:03:32,2025-06-27 15:06:22,2,318.0,2.0,0,mobile,germany,social media,2.8333333333333335
session_4283,user_1503,2025-08-05 11:58:57,2025-08-05 12:00:17,2,122.0,0.0,0,tablet,india,direct,1.3333333333333333
session_4284,user_1445,2025-07-21 20:34:42,2025-07-21 20:36:17,2,257.0,5.0,0,desktop,france,social media,1.5833333333333333
session_4285,user_2369,2025-07-09 05:37:41,2025-07-09 05:43:02,5,365.0,1.0,1,tablet,usa,google,5.35
session_4286,user_2344,2025-03-18 01:50:28,2025-03-18 01:51:38,2,226.0,4.0,0,mobile,india,email,1.1666666666666667
session_4287,user_2033,2025-03-16 18:11:28,2025-03-16 18:14:04,2,313.0,2.0,0,tablet,france,google,2.6
session_4288,user_2347,2025-01-16 00:12:14,2025-01-16 00:14:53,2,182.0,1.0,0,tablet,usa,email,2.65
session_4289,user_1033,2025-03-05 13:48:40,2025-03-05 13:54:21,5,445.0,3.0,1,tablet,uk,email,5.683333333333334
session_429,user_1963,2025-01-14 17:12:59,2025-01-14 17:14:53,2,268.0,0.0,0,tablet,usa,direct,1.9
session_4290,user_2184,2025-04-29 00:33:33,2025-04-29 00:36:17,2,232.0,1.0,0,tablet,india,social media,2.7333333333333334
session_4291,user_1442,2025-08-11 18:38:35,2025-08-11 18:44:23,5,432.0,3.0,1,mobile,usa,email,5.8
session_4292,user_2326,2025-05-07 01:53:56,2025-05-07 02:00:37,5,544.0,4.0,1,mobile,australia,direct,6.683333333333334
session_4293,user_1440,2025-01-05 00:46:20,2025-01-05 00:51:53,3,354.0,0.0,0,desktop,india,email,5.55
session_4294,user_1635,2025-07-15 07:53:23,2025-07-15 07:57:28,3,374.0,1.0,0,desktop,australia,email,4.083333333333333
session_4295,user_1561,2025-04-22 12:50:44,2025-04-22 12:50:44,1,156.0,0.0,0,desktop,uk,google,0.0
session_4296,user_2521,2025-03-02 14:12:28,2025-03-02 14:16:32,5,267.0,4.0,1,desktop,germany,social media,4.066666666666666
session_4297,user_1413,2025-05-13 09:41:35,2025-05-13 09:43:27,2,270.0,0.0,0,desktop,france,social media,1.8666666666666667
session_4298,user_2020,2025-07-08 21:23:29,2025-07-08 21:23:29,1,54.0,0.0,0,desktop,germany,google,0.0
session_4299,user_2439,2025-06-07 02:55:15,2025-06-07 02:57:28,2,228.0,3.0,0,desktop,usa,google,2.216666666666667
session_43,user_1200,2025-05-04 23:24:28,2025-05-04 23:27:25,2,291.0,4.0,0,desktop,uk,google,2.95
session_430,user_2809,2025-03-30 18:43:55,2025-03-30 18:52:01,5,580.0,3.0,1,tablet,germany,google,8.1
session_4300,user_1303,2025-06-23 21:41:22,2025-06-23 21:41:22,1,42.0,0.0,0,mobile,uk,social media,0.0
session_4301,user_1898,2025-03-09 04:00:53,2025-03-09 04:03:46,2,241.0,1.0,0,mobile,france,social media,2.8833333333333333
session_4302,user_1544,2025-03-26 17:28:08,2025-03-26 17:34:52,4,575.0,1.0,0,mobile,usa,social media,6.733333333333333
session_4303,user_2979,2025-06-05 17:01:35,2025-06-05 17:01:35,1,49.0,0.0,0,mobile,uk,direct,0.0
session_4304,user_2789,2025-03-13 07:29:56,2025-03-13 07:31:34,2,221.0,1.0,0,mobile,france,social media,1.6333333333333333
session_4305,user_1287,2025-02-24 04:53:13,2025-02-24 04:56:34,3,274.0,2.0,0,desktop,india,email,3.35
session_4306,user_1595,2025-05-07 14:57:09,2025-05-07 15:03:56,5,440.0,5.0,1,mobile,germany,email,6.783333333333333
session_4307,user_1947,2025-01-21 19:03:25,2025-01-21 19:07:17,5,327.0,4.0,1,mobile,france,direct,3.8666666666666667
session_4308,user_1386,2025-06-05 18:12:05,2025-06-05 18:14:28,2,237.0,0.0,0,mobile,india,social media,2.3833333333333333
session_4309,user_1386,2025-01-17 16:59:56,2025-01-17 17:04:04,4,295.0,5.0,0,desktop,canada,google,4.133333333333334
session_431,user_1374,2025-01-09 09:01:10,2025-01-09 09:01:10,1,116.0,0.0,0,mobile,usa,social media,0.0
session_4310,user_1419,2025-01-19 18:49:49,2025-01-19 18:50:19,2,203.0,5.0,0,mobile,uk,email,0.5
session_4311,user_2753,2025-05-22 15:12:06,2025-05-22 15:17:19,5,375.0,2.0,1,desktop,france,google,5.216666666666667
session_4312,user_2725,2025-03-27 06:52:32,2025-03-27 06:52:32,1,91.0,0.0,0,tablet,germany,google,0.0
session_4313,user_1020,2025-05-03 11:00:50,2025-05-03 11:03:28,2,309.0,2.0,0,mobile,france,email,2.6333333333333333
session_4314,user_2356,2025-04-16 05:09:44,2025-04-16 05:10:12,2,60.0,4.0,0,mobile,france,direct,0.4666666666666667
session_4315,user_1582,2025-02-17 17:55:32,2025-02-17 18:05:46,5,746.0,2.0,1,tablet,germany,google,10.233333333333333
session_4316,user_1546,2025-02-07 00:48:36,2025-02-07 00:49:05,2,69.0,0.0,0,desktop,india,social media,0.48333333333333334
session_4317,user_2728,2025-05-07 11:35:31,2025-05-07 11:39:39,5,420.0,1.0,1,tablet,uk,google,4.133333333333334
session_4318,user_2390,2025-02-03 17:42:33,2025-02-03 17:49:48,5,480.0,5.0,1,desktop,australia,google,7.25
session_4319,user_2444,2025-08-02 15:19:07,2025-08-02 15:22:10,3,226.0,5.0,0,desktop,australia,email,3.05
session_432,user_1939,2025-08-11 03:28:48,2025-08-11 03:29:41,2,192.0,0.0,0,mobile,uk,google,0.8833333333333333
session_4320,user_2256,2025-04-20 12:43:16,2025-04-20 12:43:45,2,200.0,3.0,0,desktop,canada,direct,0.48333333333333334
session_4321,user_2802,2025-07-31 15:42:41,2025-07-31 15:48:27,5,377.0,5.0,1,desktop,france,email,5.766666666666667
session_4322,user_2883,2025-04-07 14:09:46,2025-04-07 14:11:53,2,297.0,3.0,0,tablet,usa,direct,2.1166666666666667
session_4323,user_2879,2025-07-22 08:39:37,2025-07-22 08:44:18,5,378.0,5.0,1,desktop,canada,social media,4.683333333333334
session_4324,user_2722,2025-01-14 13:16:02,2025-01-14 13:16:39,2,106.0,0.0,0,desktop,germany,direct,0.6166666666666667
session_4325,user_2324,2025-07-21 03:56:32,2025-07-21 03:57:18,2,186.0,3.0,0,mobile,india,google,0.7666666666666667
session_4326,user_2102,2025-04-29 10:09:11,2025-04-29 10:09:33,2,55.0,3.0,0,mobile,germany,google,0.36666666666666664
session_4327,user_2020,2025-05-25 04:30:17,2025-05-25 04:36:18,5,501.0,1.0,1,tablet,uk,direct,6.016666666666667
session_4328,user_2835,2025-05-20 19:08:07,2025-05-20 19:14:28,5,505.0,5.0,1,desktop,india,email,6.35
session_4329,user_2391,2025-08-24 15:37:50,2025-08-24 15:47:25,5,648.0,3.0,1,mobile,germany,social media,9.583333333333334
session_433,user_2129,2025-06-16 19:38:57,2025-06-16 19:39:26,2,167.0,0.0,0,desktop,usa,email,0.48333333333333334
session_4330,user_2891,2025-06-04 21:20:58,2025-06-04 21:23:23,2,178.0,4.0,0,mobile,france,social media,2.4166666666666665
session_4331,user_1868,2025-08-03 17:15:58,2025-08-03 17:23:06,5,587.0,3.0,1,tablet,canada,google,7.133333333333334
session_4332,user_1184,2025-04-25 10:11:32,2025-04-25 10:11:32,1,20.0,0.0,0,mobile,france,social media,0.0
session_4333,user_2790,2025-01-10 10:41:21,2025-01-10 10:44:43,5,345.0,4.0,1,mobile,canada,email,3.3666666666666667
session_4334,user_1871,2025-01-22 02:27:50,2025-01-22 02:36:05,5,560.0,3.0,1,mobile,australia,social media,8.25
session_4335,user_2419,2025-05-07 15:20:29,2025-05-07 15:20:29,1,133.0,0.0,0,desktop,australia,google,0.0
session_4336,user_1135,2025-02-12 06:18:24,2025-02-12 06:20:58,2,271.0,5.0,0,tablet,australia,google,2.566666666666667
session_4337,user_2614,2025-07-02 19:33:46,2025-07-02 19:36:23,3,182.0,2.0,0,tablet,france,google,2.6166666666666667
session_4338,user_1580,2025-08-12 03:41:45,2025-08-12 03:44:03,2,240.0,5.0,0,desktop,germany,social media,2.3
session_4339,user_2293,2025-08-22 07:20:06,2025-08-22 07:22:12,2,147.0,0.0,0,desktop,india,email,2.1
session_434,user_1594,2025-08-27 16:33:49,2025-08-27 16:38:38,3,442.0,0.0,0,desktop,canada,social media,4.816666666666666
session_4340,user_2108,2025-02-09 13:04:20,2025-02-09 13:04:20,1,142.0,0.0,0,tablet,australia,social media,0.0
session_4341,user_2454,2025-03-02 10:45:00,2025-03-02 10:45:35,2,113.0,0.0,0,mobile,france,google,0.5833333333333334
session_4342,user_1235,2025-08-21 10:01:46,2025-08-21 10:03:19,2,196.0,4.0,0,desktop,usa,email,1.55
session_4343,user_1247,2025-02-07 06:10:39,2025-02-07 06:11:51,2,106.0,5.0,0,tablet,usa,direct,1.2
session_4344,user_1158,2025-07-23 17:03:42,2025-07-23 17:06:33,2,227.0,1.0,0,desktop,germany,social media,2.85
session_4345,user_1373,2025-07-03 10:01:34,2025-07-03 10:02:39,3,84.0,4.0,0,mobile,usa,email,1.0833333333333333
session_4346,user_2441,2025-03-16 04:16:53,2025-03-16 04:16:53,1,29.0,0.0,0,desktop,canada,google,0.0
session_4347,user_2270,2025-06-14 12:37:04,2025-06-14 12:40:13,5,261.0,2.0,1,tablet,canada,social media,3.15
session_4348,user_2523,2025-01-10 06:41:02,2025-01-10 06:46:10,3,390.0,2.0,0,tablet,france,social media,5.133333333333334
session_4349,user_1276,2025-05-19 10:42:37,2025-05-19 10:44:17,2,127.0,3.0,0,mobile,france,social media,1.6666666666666667
session_435,user_2857,2025-06-23 12:41:20,2025-06-23 12:47:40,5,512.0,3.0,1,desktop,india,direct,6.333333333333333
session_4350,user_2479,2025-06-04 08:36:22,2025-06-04 08:36:39,2,148.0,4.0,0,desktop,australia,email,0.2833333333333333
session_4351,user_1075,2025-08-30 14:51:08,2025-08-30 14:52:07,2,200.0,0.0,0,tablet,france,google,0.9833333333333333
session_4352,user_1465,2025-02-23 20:39:41,2025-02-23 20:39:41,1,74.0,0.0,0,desktop,usa,google,0.0
session_4353,user_2836,2025-06-20 22:35:24,2025-06-20 22:37:32,2,155.0,2.0,0,desktop,canada,email,2.1333333333333333
session_4354,user_1664,2025-06-01 06:36:19,2025-06-01 06:38:46,2,205.0,1.0,0,tablet,australia,google,2.45
session_4355,user_1443,2025-01-26 12:54:29,2025-01-26 12:54:58,2,195.0,2.0,0,tablet,india,google,0.48333333333333334
session_4356,user_1625,2025-04-26 05:16:21,2025-04-26 05:18:13,2,265.0,0.0,0,tablet,canada,google,1.8666666666666667
session_4357,user_2262,2025-02-05 22:48:23,2025-02-05 22:51:31,3,288.0,0.0,0,mobile,india,google,3.1333333333333333
session_4358,user_2457,2025-06-09 15:59:54,2025-06-09 16:03:38,3,285.0,1.0,0,desktop,uk,social media,3.7333333333333334
session_4359,user_1612,2025-07-30 14:25:14,2025-07-30 14:25:14,1,120.0,0.0,0,mobile,australia,google,0.0
session_436,user_1189,2025-07-21 05:38:04,2025-07-21 05:43:59,5,515.0,1.0,1,mobile,usa,google,5.916666666666667
session_4360,user_1338,2025-02-17 23:08:39,2025-02-17 23:08:39,1,144.0,0.0,0,tablet,usa,email,0.0
session_4361,user_1738,2025-05-13 21:17:05,2025-05-13 21:17:05,1,16.0,0.0,0,mobile,france,google,0.0
session_4362,user_2007,2025-06-05 23:55:55,2025-06-06 00:00:54,5,405.0,3.0,1,desktop,canada,google,4.983333333333333
session_4363,user_1098,2025-06-26 06:02:44,2025-06-26 06:08:32,5,451.0,1.0,1,desktop,uk,google,5.8
session_4364,user_2040,2025-02-07 23:30:10,2025-02-07 23:31:10,2,150.0,0.0,0,desktop,australia,social media,1.0
session_4365,user_2789,2025-02-27 00:39:24,2025-02-27 00:44:58,5,365.0,4.0,1,desktop,australia,email,5.566666666666666
session_4366,user_1789,2025-07-22 22:16:47,2025-07-22 22:17:45,2,164.0,2.0,0,tablet,australia,google,0.9666666666666667
session_4367,user_2980,2025-08-17 11:05:04,2025-08-17 11:06:53,2,217.0,2.0,0,desktop,india,direct,1.8166666666666667
session_4368,user_2542,2025-08-11 02:16:46,2025-08-11 02:19:38,2,335.0,4.0,0,desktop,usa,email,2.8666666666666667
session_4369,user_1324,2025-01-02 22:19:15,2025-01-02 22:21:57,2,331.0,3.0,0,mobile,australia,email,2.7
session_437,user_1556,2025-02-02 00:07:12,2025-02-02 00:07:53,2,157.0,0.0,0,desktop,france,email,0.6833333333333333
session_4370,user_1273,2025-01-23 07:02:22,2025-01-23 07:03:03,2,219.0,0.0,0,tablet,france,google,0.6833333333333333
session_4371,user_1920,2025-04-05 04:38:15,2025-04-05 04:38:50,2,88.0,0.0,0,tablet,australia,social media,0.5833333333333334
session_4372,user_1049,2025-05-23 17:38:41,2025-05-23 17:39:16,2,72.0,0.0,0,tablet,uk,google,0.5833333333333334
session_4373,user_1169,2025-08-04 20:56:44,2025-08-04 20:56:44,1,83.0,0.0,0,desktop,usa,direct,0.0
session_4374,user_2877,2025-03-19 09:14:15,2025-03-19 09:20:49,5,526.0,3.0,1,desktop,usa,google,6.566666666666666
session_4375,user_2926,2025-07-31 08:16:36,2025-07-31 08:16:36,1,49.0,0.0,0,mobile,france,google,0.0
session_4376,user_2569,2025-07-09 10:34:57,2025-07-09 10:44:35,5,610.0,2.0,1,desktop,uk,social media,9.633333333333333
session_4377,user_1067,2025-08-04 00:49:27,2025-08-04 00:50:41,2,228.0,5.0,0,tablet,australia,social media,1.2333333333333334
session_4378,user_2453,2025-02-16 11:46:01,2025-02-16 11:48:50,2,278.0,0.0,0,desktop,canada,direct,2.816666666666667
session_4379,user_2970,2025-05-07 08:44:28,2025-05-07 08:46:22,2,135.0,0.0,0,desktop,uk,direct,1.9
session_438,user_2726,2025-06-13 23:35:37,2025-06-13 23:40:33,5,424.0,5.0,1,mobile,usa,direct,4.933333333333334
session_4380,user_2730,2025-03-08 01:42:52,2025-03-08 01:43:13,2,104.0,1.0,0,mobile,uk,direct,0.35
session_4381,user_2007,2025-06-23 11:22:46,2025-06-23 11:22:46,1,38.0,0.0,0,tablet,uk,email,0.0
session_4382,user_2840,2025-05-07 01:16:27,2025-05-07 01:19:20,2,204.0,2.0,0,mobile,india,google,2.8833333333333333
session_4383,user_1204,2025-06-20 12:08:38,2025-06-20 12:08:38,1,77.0,0.0,0,tablet,france,social media,0.0
session_4384,user_1734,2025-02-08 03:17:04,2025-02-08 03:17:37,2,101.0,3.0,0,tablet,australia,social media,0.55
session_4385,user_2012,2025-03-04 11:47:05,2025-03-04 11:48:08,2,135.0,2.0,0,desktop,australia,email,1.05
session_4386,user_2645,2025-02-11 09:14:56,2025-02-11 09:15:54,2,82.0,0.0,0,tablet,france,google,0.9666666666666667
session_4387,user_2783,2025-02-26 22:08:26,2025-02-26 22:10:00,2,110.0,3.0,0,tablet,germany,direct,1.5666666666666667
session_4388,user_2520,2025-08-22 01:00:48,2025-08-22 01:01:06,2,121.0,0.0,0,tablet,usa,direct,0.3
session_4389,user_1772,2025-08-15 11:04:02,2025-08-15 11:05:38,2,193.0,4.0,0,tablet,india,direct,1.6
session_439,user_1741,2025-07-21 08:33:15,2025-07-21 08:35:52,2,295.0,3.0,0,tablet,uk,google,2.6166666666666667
